Institute,Program,Seat Type,Gender,OR,CR
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),OPEN,Gender-Neutral,264,1273
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),OPEN,Female-Only,2669,3012
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,58,58
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),SC,Gender-Neutral,332,692
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),SC,Female-Only,1172,1172
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),ST,Gender-Neutral,104,289
IIT Bombay,Industrial Engineering and Operations Research (4 Years Bachelor of Technology),ST,Female-Only,582,582
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4433,5093
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8286,8761
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2022,2221
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3378,3378
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,10954,14274
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,21169,23543
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2040,2666
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),SC,Female-Only,3688,3688
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,983,1055
IIT Mandi,Civil Engineering (4 Years Bachelor of Technology),ST,Female-Only,1531,1531
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,904,1454
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,3513,3841
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,64,64
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,369,527
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1012,1042
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,2096,3123
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,6922,7997
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,137,137
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Female-Only,18P,18P
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,615,767
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,1096,1216
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,167,370
IIT Mandi,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,780,780
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2504,3288
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6397,6755
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,973,1134
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2383,2383
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,5136,7590
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,11244,14984
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,264P,264P
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1231,1826
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2359,2978
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,712,907
IIT Mandi,Electrical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1335,1335
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4046,4854
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7637,8218
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1894,2064
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3646,3646
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8831,12110
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),OPEN,Female-Only,19108,20778
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),SC,Gender-Neutral,2540,2888
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),SC,Female-Only,3966,3966
IIT Mandi,Engineering Physics (4 Years Bachelor of Technology),ST,Gender-Neutral,1190,1366
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3470,4165
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7239,8444
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1354,1672
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3012,3012
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8023,10267
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,17438,20608
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,276P,276P
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1708,2274
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3295,3615
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1022,1129
IIT Mandi,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1769,1769
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,5377,5772
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9009,10160
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2230,2242
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3890,3890
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,12646,14879
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,24904,25194
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2930,3229
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),SC,Female-Only,3971,3971
IIT Mandi,Bio Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1495,1499
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1474,1782
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4364,4773
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,524,722
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1287,1287
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3221,3928
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Female-Only,8476,9741
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,145,145
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN(PwD),Female-Only,155P,155P
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,Gender-Neutral,765,1075
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,Female-Only,1666,1666
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,Gender-Neutral,448,525
IIT Mandi,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,Female-Only,876,876
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),OBC-NCL,Gender-Neutral,5718,6092
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),OBC-NCL,Female-Only,10467,10536
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),GEN-EWS,Gender-Neutral,2420,2515
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),GEN-EWS,Female-Only,4218,4218
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),OPEN,Gender-Neutral,13425,17491
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),OPEN,Female-Only,25305,26718
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),SC,Gender-Neutral,2926,3267
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),SC,Female-Only,4340,4340
IIT Mandi,BS in Chemical Sciences (4 Years Bachelor of Science),ST,Gender-Neutral,1465,1525
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4150,4674
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9103,9476
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1494,1847
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2826,2826
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8480,11034
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,16970,17710
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2311,2520
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),SC,Female-Only,3866,3866
IIT Mandi,B.Tech in General Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1216,1315
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4835,5451
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9183,9922
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2056,2271
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3895,3895
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,12260,14368
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,23443,23642
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2554,2890
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,3968,3968
IIT Mandi,B.Tech in Materials Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1334,1460
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1975,2842
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6323,6451
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,898,1006
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2405,2405
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4593,6166
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),OPEN,Female-Only,11355,12496
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),SC,Gender-Neutral,929,1503
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),SC,Female-Only,3604,3604
IIT Mandi,B.Tech in Microelectronics & VLSI (4 Years Bachelor of Technology),ST,Gender-Neutral,924,994
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1498,1935
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4094,4949
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,529,614
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1303,1303
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3945,4285
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Female-Only,9721,9846
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,193P,193P
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),SC,Gender-Neutral,1007,1329
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),SC,Female-Only,1559,1559
IIT Mandi,B.Tech in Mathematics and Computing (4 Years Bachelor of Technology),ST,Gender-Neutral,600,617
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1465,2586
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,5965,6046
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,879,995
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2038,2038
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3147,4999
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,6350,8927
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1328,1520
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2022,2448
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,541,906
IIT Delhi,Biotechnology and Biochemical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1311,1311
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,840,1257
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,3352,3795
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,470,555
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,870,1069
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),GEN- EWS(PwD),Gender-Neutral,35P,35P
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1904,2548
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,5287,5968
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,81,81
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,127,691
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),SC,Female-Only,1105,1395
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,181,472
IIT Delhi,Chemical Engineering (4 Years Bachelor of Technology),ST,Female-Only,786,786
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1054,2003
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,3597,4703
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,84,84
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,577,775
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1296,1704
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),GEN- EWS(PwD),Gender-Neutral,42P,42P
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3244,4302
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,3660,9193
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,209,209
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,520,896
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),SC,Female-Only,276,1973
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,24,261
IIT Delhi,Civil Engineering (4 Years Bachelor of Technology),ST,Female-Only,157,345
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,55,91
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,246,551
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,4,4
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,22,34
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,133,148
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,24,126
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,376,498
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,3,3
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Female-Only,20,20
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,3,45
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,137,171
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),SC(PwD),Gender-Neutral,3,3
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,4,26
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,84,87
IIT Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),ST(PwD),Gender-Neutral,2,2
IIT Delhi,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,255,410
IIT Delhi,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,1254,1484
IIT Delhi,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,26,26
IIT Delhi,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,89,141
